CladeA,CladeB,CladeC,CladeD,CladeE,CladeF,CladeG,CladeH,CladeI,,,,,,,,,,,,,,value,group
,,0.02123314,,,,,,,,,,,,,,,,,,,,0.02128973,C
,,0.0379484,,,,,,,,,,,,,,,,,,,,0.02122148,C
,,0.01056559,,,,,,,,,,,,,,,,,,,,0.02130642,C
,,0.01058797,,,,,,,,,,,,,,,,,,,,0.02669613,C
,,0.01606627,,,,,,,,,,,,,,,,,,,,0.03222683,C
,,0.0209728,,,,,,,,,,,,,,,,,,,,0.02681857,C
,,0.03315604,,,,,,,,,,,,,,,,,,,,0.02122148,C
,,0.02173389,,,,,,,,,,,,,,,,,,,,0.03188071,C
,,0.02732431,,,,,,,,,,,,,,,,,,,,0.03779673,C
,,0.02183636,,,,,,,,,,,,,,,,,,,,0.03237831,C
,,0.02732431,,,,,,,,,,,,,,,,,,,,0.03859094,C
,,0.02732431,,,,,,,,,,,,,,,,,,,,0.02684835,C
,,0.02745486,,,,,,,,,,,,,,,,,,,,0.03749969,C
,,0.02701802,,,,,,,,,,,,,,,,,,,,0.02651147,C
,,0.0271591,,,,,,,,,,,,,,,,,,,,0.03201126,C
,,0.03794392,,,,,,,,,,,,,,,,,,,,0.0320796,C
,,0.01053535,,,,,,,,,,,,,,,,,,,,0.03744058,C
,,0.01604342,,,,,,,,,,,,,,,,,,,,0.03191231,C
,,0.02158437,,,,,,,,,,,,,,,,,,,,0.03753056,C
,,0.03168823,,,,,,,,,,,,,,,,,,,,0.03744058,C
,,0.01541528,,,,,,,,,,,,,,,,,,,,0.03744058,C
,,0.01035721,,,,,,,,,,,,,,,,,,,,0.03753056,C
,,0.02155996,,,,,,,,,,,,,,,,,,,,0.03754894,C
,,0.0268175,,,,,,,,,,,,,,,,,,,,0.03744058,C
,,0.01032747,,,,,,,,,,,,,,,,,,,,0.03753056,C
,,0.020607,,,,,,,,,,,,,,,,,,,,0.03744058,C
,,0.02606421,,,,,,,,,,,,,,,,,,,,0.03191231,C
,,0.02087132,,,,,,,,,,,,,,,,,,,,0.02642014,C
,,0.02087149,,,,,,,,,,,,,,,,,,,,0.0321531,C
,,0.04283645,,,,,,,,,,,,,,,,,,,,0.02651651,C
,,0.04276695,,,,,,,,,,,,,,,,,,,,0.03207804,C
,,0.01537378,,,,,,,,,,,,,,,,,,,,0.03200224,C
,,0.02105594,,,,,,,,,,,,,,,,,,,,0.03207804,C
,,0.01024875,,,,,,,,,,,,,,,,,,,,0.03200224,C
,,0.02083292,,,,,,,,,,,,,,,,,,,,0.03200224,C
,,0.01567666,,,,,,,,,,,,,,,,,,,,0.03200224,C
,,0.02104083,,,,,,,,,,,,,,,,,,,,0.03200224,C
,,0.01555226,,,,,,,,,,,,,,,,,,,,0.03207804,C
,,0.02059978,,,,,,,,,,,,,,,,,,,,0.0321531,C
,,0.02082773,,,,,,,,,,,,,,,,,,,,0.03180654,C
,,0.02081671,,,,,,,,,,,,,,,,,,,,0.02678871,C
,,0.02059978,,,,,,,,,,,,,,,,,,,,0.0321531,C
,,0.02081671,,,,,,,,,,,,,,,,,,,,0.03754894,C
,,0.02082773,,,,,,,,,,,,,,,,,,,,0.03754894,C
,,0.02104378,,,,,,,,,,,,,,,,,,,,0.03756381,C
,,0.02059978,,,,,,,,,,,,,,,,,,,,0.03189567,C
,,0.02104378,,,,,,,,,,,,,,,,,,,,0.03195614,C
,,0.02081671,,,,,,,,,,,,,,,,,,,,0.03180654,C
,,0.01562033,,,,,,,,,,,,,,,,,,,,0.043109,C
,,0.02104378,,,,,,,,,,,,,,,,,,,,0.03733117,C
,,0.02104378,,,,,,,,,,,,,,,,,,,,0.03746062,C
,,0.02059978,,,,,,,,,,,,,,,,,,,,0.03207421,C
,,0.02104378,,,,,,,,,,,,,,,,,,,,0.03746062,C
,,0.0260913,,,,,,,,,,,,,,,,,,,,0.04879711,C
,,0.02059978,,,,,,,,,,,,,,,,,,,,0.04313298,C
,,0.01572054,,,,,,,,,,,,,,,,,,,,0.03755787,C
,,0.02081671,,,,,,,,,,,,,,,,,,,,0.04316492,C
,,0.0259831,,,,,,,,,,,,,,,,,,,,0.04295455,C
,,0.01572054,,,,,,,,,,,,,,,,,,,,0.03746062,C
,,0.02111196,,,,,,,,,,,,,,,,,,,,0.04304615,C
,,0.01550361,,,,,,,,,,,,,,,,,,,,0.0430255,C
,,0.01045609,,,,,,,,,,,,,,,,,,,,0.03756268,C
,,0.01550361,,,,,,,,,,,,,,,,,,,,0.04901188,C
,,0.01572054,,,,,,,,,,,,,,,,,,,,0.03756112,C
,,0.01555226,,,,,,,,,,,,,,,,,,,,0.04292352,C
,,0.01572054,,,,,,,,,,,,,,,,,,,,0.04857909,C
,,0.01550361,,,,,,,,,,,,,,,,,,,,0.05991741,C
,,0.01550361,,,,,,,,,,,,,,,,,,,,0.06035911,C
,,0.01572054,,,,,,,,,,,,,,,,,,,,0.06014573,C
,,0.01550361,,,,,,,,,,,,,,,,,,,,0.06042896,C
,,0.01572054,,,,,,,,,,,,,,,,,,,,0.06620436,C
,,0.01555226,,,,,,,,,,,,,,,,,,,,0.06617143,C
,,0.02104378,,,,,,,,,,,,,,,,,,,,0.06020842,C
,,0.01576527,,,,,,,,,,,,,,,,,,,,0.06611999,C
,,0.02104378,,,,,,,,,,,,,,,,,,,,0.06617548,C
,,0.01576527,,,,,,,,,,,,,,,,,,,,0.0493882,C
,,0.02081671,,,,,,,,,,,,,,,,,,,,0.0485367,C
,,0.01572054,,,,,,,,,,,,,,,,,,,,0.03775148,C
,,0.02081278,,,,,,,,,,,,,,,,,,,,0.02106214,C
,,0.01550361,,,,,,,,,,,,,,,,,,,,0.03208002,C
,,0.02066274,,,,,,,,,,,,,,,,,,,,0.03201726,C
,,0.02059978,,,,,,,,,,,,,,,,,,,,0.04303709,C
,,0.02575892,,,,,,,,,,,,,,,,,,,,0.03740723,C
,,0.02066274,,,,,,,,,,,,,,,,,,,,0.04282913,C
,,0.01550361,,,,,,,,,,,,,,,,,,,,0.0430933,C
,,0.02081278,,,,,,,,,,,,,,,,,,,,0.04282913,C
,,0.02066274,,,,,,,,,,,,,,,,,,,,0.03722042,C
,,0.02066274,,,,,,,,,,,,,,,,,,,,0.04290029,C
,,0.02066274,,,,,,,,,,,,,,,,,,,,0.04271747,C
,,0.02088692,,,,,,,,,,,,,,,,,,,,0.0105793,C
,,0.02066274,,,,,,,,,,,,,,,,,,,,0.0318246,C
,,0.02059978,,,,,,,,,,,,,,,,,,,,0.01613181,C
,,0.02059978,,,,,,,,,,,,,,,,,,,,0.01596181,C
,,0.0259831,,,,,,,,,,,,,,,,,,,,0.02158639,C
,,0.02059978,,,,,,,,,,,,,,,,,,,,0.02154067,C
,,0.02088692,,,,,,,,,,,,,,,,,,,,0.02154067,C
,,0.02616936,,,,,,,,,,,,,,,,,,,,0.02129485,C
,,0.0261961,,,,,,,,,,,,,,,,,,,,0.02119019,C
,,0.02663745,,,,,,,,,,,,,,,,,,,,0.02129485,C
,,0.0207923,,,,,,,,,,,,,,,,,,,,0.02116892,C
,,0.01567666,,,,,,,,,,,,,,,,,,,,0.02236123,C
,,0.02075671,,,,,,,,,,,,,,,,,,,,0.00574703,C
,,0.02617844,,,,,,,,,,,,,,,,,,,,0.04313415,C
,,0.02083292,,,,,,,,,,,,,,,,,,,,0.03182039,C
,,0.0206908,,,,,,,,,,,,,,,,,,,,0.01598147,C
,,0.01550948,,,,,,,,,,,,,,,,,,,,0.0216252,C
,,0.02057911,,,,,,,,,,,,,,,,,,,,0.02201262,C
,,0.02630827,,,,,,,,,,,,,,,,,,,,0.02731217,C
,,0.0205751,,,,,,,,,,,,,,,,,,,,0.02202625,C
,,0.02088692,,,,,,,,,,,,,,,,,,,,0.01648789,C
,,0.01568348,,,,,,,,,,,,,,,,,,,,0.02242418,C
,,0.02081514,,,,,,,,,,,,,,,,,,,,0.02174626,C
,,0.01583693,,,,,,,,,,,,,,,,,,,,0.01109919,C
,,0.02096796,,,,,,,,,,,,,,,,,,,,0.02174626,C
,,0.01589618,,,,,,,,,,,,,,,,,,,,0.02174626,C
,,0.01547023,,,,,,,,,,,,,,,,,,,,0.02768257,C
,,0.01568348,,,,,,,,,,,,,,,,,,,,0.02192088,C
,,0.01583693,,,,,,,,,,,,,,,,,,,,0.02206112,C
,,0.02114007,,,,,,,,,,,,,,,,,,,,0.02206112,C
,,0.01589618,,,,,,,,,,,,,,,,,,,,0.02217893,C
,,0.0268051,,,,,,,,,,,,,,,,,,,,0.02201262,C
,,0.03146517,,,,,,,,,,,,,,,,,,,,0.0222184,C
,,0.0206908,,,,,,,,,,,,,,,,,,,,0.02206112,C
,,0.01567666,,,,,,,,,,,,,,,,,,,,0.01664464,C
,,0.02104083,,,,,,,,,,,,,,,,,,,,0.02731086,C
,,0.02130622,,,,,,,,,,,,,,,,,,,,0.02804791,C
,,0.02587526,,,,,,,,,,,,,,,,,,,,0.02734585,C
,,0.02651427,,,,,,,,,,,,,,,,,,,,0.03886011,C
,,0.02104927,,,,,,,,,,,,,,,,,,,,0.01651424,C
,,0.02096796,,,,,,,,,,,,,,,,,,,,0.0164306,C
,,0.02059839,,,,,,,,,,,,,,,,,,,,0.02199505,C
,,0.02081569,,,,,,,,,,,,,,,,,,,,0.02761522,C
,,0.01568348,,,,,,,,,,,,,,,,,,,,0.03847785,C
,,0.0207542,,,,,,,,,,,,,,,,,,,,0.02746598,C
,,0.02103213,,,,,,,,,,,,,,,,,,,,0.03330548,C
,,0.0209714,,,,,,,,,,,,,,,,,,,,0.02754562,C
,,0.0209714,,,,,,,,,,,,,,,,,,,,0.03330548,C
,,0.02134569,,,,,,,,,,,,,,,,,,,,0.03330548,C
,,0.02612661,,,,,,,,,,,,,,,,,,,,0.0329653,C
,,0.02069988,,,,,,,,,,,,,,,,,,,,0.03319133,C
,,0.03177873,,,,,,,,,,,,,,,,,,,,0.0332065,C
,,0.02075788,,,,,,,,,,,,,,,,,,,,0.04405313,C
,,0.02059839,,,,,,,,,,,,,,,,,,,,0.01640399,C
,,0.02588606,,,,,,,,,,,,,,,,,,,,0.02171016,C
,,0.02059839,,,,,,,,,,,,,,,,,,,,0.02831719,C
,,0.02612661,,,,,,,,,,,,,,,,,,,,0.02637897,C
,,0.02054067,,,,,,,,,,,,,,,,,,,,0.01046193,C
,,0.02594846,,,,,,,,,,,,,,,,,,,,0.01580359,C
,,0.02605034,,,,,,,,,,,,,,,,,,,,0.01571253,C
,,0.03136431,,,,,,,,,,,,,,,,,,,,0.01017052,C
,,0.03158592,,,,,,,,,,,,,,,,,,,,0.00505809,C
,,0.02598007,,,,,,,,,,,,,,,,,,,,0.01027693,C
,,0.02590639,,,,,,,,,,,,,,,,,,,,0.00505807,C
,,0.02059839,,,,,,,,,,,,,,,,,,,,0.01016033,C
,,0.01547023,,,,,,,,,,,,,,,,,,,,0.0102907,C
,,0.02566885,,,,,,,,,,,,,,,,,,,,0.01008907,C
,,0.02566885,,,,,,,,,,,,,,,,,,,,0.01016033,C
,,0.02566885,,,,,,,,,,,,,,,,,,,,0.01008907,C
,,0.02588606,,,,,,,,,,,,,,,,,,,,0.0102907,C
,,0.03130164,,,,,,,,,,,,,,,,,,,,0.01040024,C
,,0.02566885,,,,,,,,,,,,,,,,,,,,0.01016033,C
,,0.03085251,,,,,,,,,,,,,,,,,,,,0.01040024,C
,,0.03081715,,,,,,,,,,,,,,,,,,,,0.01008907,C
,,0.03682985,,,,,,,,,,,,,,,,,,,,0.0102907,C
,,0.03120441,,,,,,,,,,,,,,,,,,,,0.01040024,C
,,0.03130164,,,,,,,,,,,,,,,,,,,,0.01040024,C
,,0.03119707,,,,,,,,,,,,,,,,,,,,0.01016033,C
,,0.02572302,,,,,,,,,,,,,,,,,,,,0.01040024,C
,,0.0257561,,,,,,,,,,,,,,,,,,,,0.0155025,C
,,0.02605034,,,,,,,,,,,,,,,,,,,,0.01016033,C
,,0.02587905,,,,,,,,,,,,,,,,,,,,0.005031,C
,,0.02572302,,,,,,,,,,,,,,,,,,,,0.01008907,C
,,0.03081715,,,,,,,,,,,,,,,,,,,,0.01530735,C
,,0.03661798,,,,,,,,,,,,,,,,,,,,0.005031,C
,,0.03106786,,,,,,,,,,,,,,,,,,,,0.01017769,C
,,0.02587905,,,,,,,,,,,,,,,,,,,,0.00510226,C
,,0.02576119,,,,,,,,,,,,,,,,,,,,0,C
,,0.03158189,,,,,,,,,,,,,,,,,,,,0.00510226,C
,,0.02626934,,,,,,,,,,,,,,,,,,,,0.005031,C
,,0.03222733,,,,,,,,,,,,,,,,,,,,0.00505807,C
,,0.01045766,,,,,,,,,,,,,,,,,,,,0.005031,C
,,0.04259592,,,,,,,,,,,,,,,,,,,,0.00510226,C
,,0.03163138,,,,,,,,,,,,,,,,,,,,0.00510226,C
,,0.03673346,,,,,,,,,,,,,,,,,,,,0.005031,C
,,0.03753386,,,,,,,,,,,,,,,,,,,,0.00510226,C
,,0.03173446,,,,,,,,,,,,,,,,,,,,0.005031,C
,,0.02617844,,,,,,,,,,,,,,,,,,,,0.00505807,C
,,0.03149431,,,,,,,,,,,,,,,,,,,,0.01040024,C
,,0.03173446,,,,,,,,,,,,,,,,,,,,0.00516668,C
,,0.03173446,,,,,,,,,,,,,,,,,,,,0.01040024,C
,,0.03149431,,,,,,,,,,,,,,,,,,,,0.00516668,C
,,0.0313348,,,,,,,,,,,,,,,,,,,,0.01008907,C
,,0.03173446,,,,,,,,,,,,,,,,,,,,0.005031,C
,,0.03149431,,,,,,,,,,,,,,,,,,,,0.01026894,C
,,0.03173446,,,,,,,,,,,,,,,,,,,,0.00510226,C
,,0.02617844,,,,,,,,,,,,,,,,,,,,0.010321,C
,,0.02097874,,,,,,,,,,,,,,,,,,,,0.01016033,C
,,0.02591301,,,,,,,,,,,,,,,,,,,,0.01537907,C
,,0.02075671,,,,,,,,,,,,,,,,,,,,0.010321,C
,,0.02612087,,,,,,,,,,,,,,,,,,,,0.00510226,C
,,0.02594848,,,,,,,,,,,,,,,,,,,,0.01026894,C
,,0.02612087,,,,,,,,,,,,,,,,,,,,0.010321,C
,,0.02594848,,,,,,,,,,,,,,,,,,,,0.010321,C
,,0.02594848,,,,,,,,,,,,,,,,,,,,0.010321,C
,,0.02594848,,,,,,,,,,,,,,,,,,,,0.01024928,C
,,0.02594848,,,,,,,,,,,,,,,,,,,,0.010321,C
,,0.02612087,,,,,,,,,,,,,,,,,,,,0.01016033,C
,,0.02591301,,,,,,,,,,,,,,,,,,,,0.01016033,C
,,0.02589246,,,,,,,,,,,,,,,,,,,,0.01530735,C
,,0.02083292,,,,,,,,,,,,,,,,,,,,0.01016033,C
,,0.02591301,,,,,,,,,,,,,,,,,,,,0.01024928,C
,,0.0313348,,,,,,,,,,,,,,,,,,,,0.01558844,C
,,0.0313348,,,,,,,,,,,,,,,,,,,,0.01541595,C
,,0.03131262,,,,,,,,,,,,,,,,,,,,0.01544639,C
,,0.02620528,,,,,,,,,,,,,,,,,,,,0.01017195,C
,,0.02588104,,,,,,,,,,,,,,,,,,,,0.00505809,C
,,0.02589246,,,,,,,,,,,,,,,,,,,,0.01019402,C
,,0.03743237,,,,,,,,,,,,,,,,,,,,0.01537643,C
,,0.03166698,,,,,,,,,,,,,,,,,,,,0.01017052,C
,,0.03123998,,,,,,,,,,,,,,,,,,,,0.01016033,C
,,0.03166698,,,,,,,,,,,,,,,,,,,,0.00504686,C
,,0.03123998,,,,,,,,,,,,,,,,,,,,0.01017233,C
,,0.04222708,,,,,,,,,,,,,,,,,,,,0.01561252,C
,,0.03703921,,,,,,,,,,,,,,,,,,,,0.01024423,C
,,0.03189437,,,,,,,,,,,,,,,,,,,,0.01024928,C
,,0.0373123,,,,,,,,,,,,,,,,,,,,0.00513926,C
,,0.03641283,,,,,,,,,,,,,,,,,,,,0.01023271,C
,,0.03123998,,,,,,,,,,,,,,,,,,,,0.00515089,C
,,0.0372885,,,,,,,,,,,,,,,,,,,,0.01024443,C
,,0.03666674,,,,,,,,,,,,,,,,,,,,0.00505728,C
,,0.0370096,,,,,,,,,,,,,,,,,,,,0.00510224,C
,,0.04301443,,,,,,,,,,,,,,,,,,,,0.00513926,C
,,0.03129658,,,,,,,,,,,,,,,,,,,,0.00515089,C
,,0.03676293,,,,,,,,,,,,,,,,,,,,0.01021715,C
,,0.0422023,,,,,,,,,,,,,,,,,,,,0.00505728,C
,,0.05314641,,,,,,,,,,,,,,,,,,,,0.01566581,C
,,0.05376123,,,,,,,,,,,,,,,,,,,,0.02070601,C
,,0.05331177,,,,,,,,,,,,,,,,,,,,0.01016033,C
,,0.05348878,,,,,,,,,,,,,,,,,,,,0.00505809,C
,,0.05920737,,,,,,,,,,,,,,,,,,,,0.01027693,C
,,0.0587463,,,,,,,,,,,,,,,,,,,,0.01028714,C
,,0.0531108,,,,,,,,,,,,,,,,,,,,0.01539296,C
,,0.05876459,,,,,,,,,,,,,,,,,,,,0.0158203,C
,,0.05856548,,,,,,,,,,,,,,,,,,,,0.0101664,C
,,0.05386528,,,,,,,,,,,,,,,,,,,,0.01024443,C
,,0.04194915,,,,,,,,,,,,,,,,,,,,0.01019398,C
,,0.03139882,,,,,,,,,,,,,,,,,,,,0.01036001,C
,,0.0154273,,,,,,,,,,,,,,,,,,,,0.00513926,C
,,0.02636011,,,,,,,,,,,,,,,,,,,,0.01026515,C
,,0.02640277,,,,,,,,,,,,,,,,,,,,0.01034369,C
,,0.03676721,,,,,,,,,,,,,,,,,,,,0.01019291,C
,,0.03144326,,,,,,,,,,,,,,,,,,,,0.01019291,C
,,0.03689717,,,,,,,,,,,,,,,,,,,,0.01545797,C
,,0.03664406,,,,,,,,,,,,,,,,,,,,0.01557325,C
,,0.03689717,,,,,,,,,,,,,,,,,,,,0.01546079,C
,,0.03120263,,,,,,,,,,,,,,,,,,,,0.02085131,C
,,0.03639882,,,,,,,,,,,,,,,,,,,,0.01015637,C
,,0.03660202,,,,,,,,,,,,,,,,,,,,0.01019398,C
,,0.01558139,,,,,,,,,,,,,,,,,,,,0.0152481,C
,,0.02612246,,,,,,,,,,,,,,,,,,,,0.01019398,C
,,0.02091813,,,,,,,,,,,,,,,,,,,,0.01557325,C
,,0.01056904,,,,,,,,,,,,,,,,,,,,0.01022864,C
,,0.015994,,,,,,,,,,,,,,,,,,,,0.01540004,C
,,0.01566593,,,,,,,,,,,,,,,,,,,,0.01541654,C
,,0.01566593,,,,,,,,,,,,,,,,,,,,0.02056189,C
,,0.01561727,,,,,,,,,,,,,,,,,,,,0.02055923,C
,,0.0158343,,,,,,,,,,,,,,,,,,,,0.01548788,C
,,0.01561727,,,,,,,,,,,,,,,,,,,,0.01546079,C
,,0.01562244,,,,,,,,,,,,,,,,,,,,0.01019398,C
,,0.01669617,,,,,,,,,,,,,,,,,,,,0.00510224,C
,,0.01656826,,,,,,,,,,,,,,,,,,,,0.01532038,C
,,0.03699861,,,,,,,,,,,,,,,,,,,,0.01532038,C
,,0.02644068,,,,,,,,,,,,,,,,,,,,0.01532038,C
,,0.01045609,,,,,,,,,,,,,,,,,,,,0.0152481,C
,,0.02581533,,,,,,,,,,,,,,,,,,,,0.02041881,C
,,0.00568019,,,,,,,,,,,,,,,,,,,,0.01532038,C
,,0.01090938,,,,,,,,,,,,,,,,,,,,0.02056491,C
,,0.01613638,,,,,,,,,,,,,,,,,,,,0.02053828,C
,,0.01093917,,,,,,,,,,,,,,,,,,,,0.02579809,C
,,0.0167439,,,,,,,,,,,,,,,,,,,,0.02039523,C
,,0.01620706,,,,,,,,,,,,,,,,,,,,0.02041881,C
,,0.01620706,,,,,,,,,,,,,,,,,,,,0.02069965,C
,,0.01620706,,,,,,,,,,,,,,,,,,,,0.01538671,C
,,0.01620706,,,,,,,,,,,,,,,,,,,,0.01544637,C
,,0.02201179,,,,,,,,,,,,,,,,,,,,0.01541654,C
,,0.02686877,,,,,,,,,,,,,,,,,,,,0.01530643,C
,,0.01610358,,,,,,,,,,,,,,,,,,,,0.01538671,C
,,0.01610358,,,,,,,,,,,,,,,,,,,,0.02053828,C
,,0.01665178,,,,,,,,,,,,,,,,,,,,0.02578508,C
,,0.0163344,,,,,,,,,,,,,,,,,,,,0.02052451,C
,,0.01683138,,,,,,,,,,,,,,,,,,,,0.01530643,C
,,0.01610358,,,,,,,,,,,,,,,,,,,,0.01541518,C
,,0.02139529,,,,,,,,,,,,,,,,,,,,0.02056026,C
,,0.021428,,,,,,,,,,,,,,,,,,,,0.01541638,C
,,0.02194838,,,,,,,,,,,,,,,,,,,,0.02108037,C
,,0.02139529,,,,,,,,,,,,,,,,,,,,0.01022277,C
,,0.03809477,,,,,,,,,,,,,,,,,,,,0.03096435,C
,,0.01098914,,,,,,,,,,,,,,,,,,,,0.02038247,C
,,0.01093555,,,,,,,,,,,,,,,,,,,,0.02557415,C
,,0.01618283,,,,,,,,,,,,,,,,,,,,0.02614741,C
,,0.02129959,,,,,,,,,,,,,,,,,,,,0.02068134,C
,,0.0271133,,,,,,,,,,,,,,,,,,,,0.01537643,C
,,0.02168196,,,,,,,,,,,,,,,,,,,,0.02075007,C
,,0.02741652,,,,,,,,,,,,,,,,,,,,0.02068134,C
,,0.02177988,,,,,,,,,,,,,,,,,,,,0.02068134,C
,,0.02741652,,,,,,,,,,,,,,,,,,,,0.02075007,C
,,0.02741652,,,,,,,,,,,,,,,,,,,,0.02048889,C
,,0.02719553,,,,,,,,,,,,,,,,,,,,0.02068134,C
,,0.02700955,,,,,,,,,,,,,,,,,,,,0.02075007,C
,,0.02702531,,,,,,,,,,,,,,,,,,,,0.02068134,C
,,0.0379019,,,,,,,,,,,,,,,,,,,,0.01537643,C
,,0.01088556,,,,,,,,,,,,,,,,,,,,0.01012373,C
,,0.01619997,,,,,,,,,,,,,,,,,,,,0.01530646,C
,,0.02221319,,,,,,,,,,,,,,,,,,,,0.01019402,C
,,0.03159972,,,,,,,,,,,,,,,,,,,,0.01541287,C
,,0.01566593,,,,,,,,,,,,,,,,,,,,0.01544649,C
,,0.01056904,,,,,,,,,,,,,,,,,,,,0.01541287,C
,,0.0216654,,,,,,,,,,,,,,,,,,,,0.01544649,C
,,0.02696998,,,,,,,,,,,,,,,,,,,,0.01544649,C
,,0.01035339,,,,,,,,,,,,,,,,,,,,0.01544649,C
,,0.01564309,,,,,,,,,,,,,,,,,,,,0.01544649,C
,,0.02611351,,,,,,,,,,,,,,,,,,,,0.01541287,C
,,0.02082005,,,,,,,,,,,,,,,,,,,,0.01530646,C
,,0.02081966,,,,,,,,,,,,,,,,,,,,0.01531744,C
,,0.04258971,,,,,,,,,,,,,,,,,,,,0.01017052,C
,,0.04240217,,,,,,,,,,,,,,,,,,,,0.01530646,C
,,0.00509291,,,,,,,,,,,,,,,,,,,,0.02048889,C
,,0.02066876,,,,,,,,,,,,,,,,,,,,0.02048889,C
,,0.01023875,,,,,,,,,,,,,,,,,,,,0.02066533,C
,,0.02062997,,,,,,,,,,,,,,,,,,,,0.01541294,C
,,0.01027344,,,,,,,,,,,,,,,,,,,,0.01538676,C
,,0.00510891,,,,,,,,,,,,,,,,,,,,0.01531744,C
,,0.01026932,,,,,,,,,,,,,,,,,,,,0.02611554,C
,,0.00510962,,,,,,,,,,,,,,,,,,,,0.02063182,C
,,0.01019111,,,,,,,,,,,,,,,,,,,,0.0205272,C
,,0.01039706,,,,,,,,,,,,,,,,,,,,0.02063182,C
,,0.0102639,,,,,,,,,,,,,,,,,,,,0.0205272,C
,,0.01019111,,,,,,,,,,,,,,,,,,,,0.03108606,C
,,0.0102639,,,,,,,,,,,,,,,,,,,,0.02594141,C
,,0.01039706,,,,,,,,,,,,,,,,,,,,0.02068316,C
,,0.01039352,,,,,,,,,,,,,,,,,,,,0.02595271,C
,,0.01019111,,,,,,,,,,,,,,,,,,,,0.02576926,C
,,0.01039352,,,,,,,,,,,,,,,,,,,,0.0205272,C
,,0.0102639,,,,,,,,,,,,,,,,,,,,0.02587634,C
,,0.01039706,,,,,,,,,,,,,,,,,,,,0.02599268,C
,,0.01039352,,,,,,,,,,,,,,,,,,,,0.02608949,C
,,0.01039352,,,,,,,,,,,,,,,,,,,,0.03174859,C
,,0.01019111,,,,,,,,,,,,,,,,,,,,0.02065619,C
,,0.01039352,,,,,,,,,,,,,,,,,,,,0.02581696,C
,,0.01547501,,,,,,,,,,,,,,,,,,,,0.03110971,C
,,0.01019111,,,,,,,,,,,,,,,,,,,,0.04203999,C
,,0.00515427,,,,,,,,,,,,,,,,,,,,0.04240239,C
,,0.0102639,,,,,,,,,,,,,,,,,,,,0.0420763,C
,,0.01546429,,,,,,,,,,,,,,,,,,,,0.04246275,C
,,0.00515427,,,,,,,,,,,,,,,,,,,,0.04781498,C
,,0.01042737,,,,,,,,,,,,,,,,,,,,0.04767098,C
,,0.00508149,,,,,,,,,,,,,,,,,,,,0.04197398,C
,,0,,,,,,,,,,,,,,,,,,,,0.04747209,C
,,0.00508149,,,,,,,,,,,,,,,,,,,,0.04737283,C
,,0.00515427,,,,,,,,,,,,,,,,,,,,0.04258563,C
,,0.00510962,,,,,,,,,,,,,,,,,,,,0.03095338,C
,,0.00515427,,,,,,,,,,,,,,,,,,,,0.020543,C
,,0.00508149,,,,,,,,,,,,,,,,,,,,0.00507668,C
,,0.00508149,,,,,,,,,,,,,,,,,,,,0.01550764,C
,,0.00515427,,,,,,,,,,,,,,,,,,,,0.01551724,C
,,0.00508149,,,,,,,,,,,,,,,,,,,,0.02591406,C
,,0.00515427,,,,,,,,,,,,,,,,,,,,0.02053367,C
,,0.00510962,,,,,,,,,,,,,,,,,,,,0.02573815,C
,,0.01039352,,,,,,,,,,,,,,,,,,,,0.02569145,C
,,0.00510884,,,,,,,,,,,,,,,,,,,,0.02573815,C
,,0.01039352,,,,,,,,,,,,,,,,,,,,0.0204506,C
,,0.00510884,,,,,,,,,,,,,,,,,,,,0.02560526,C
,,0.0102639,,,,,,,,,,,,,,,,,,,,0.02567827,C
,,0.00515427,,,,,,,,,,,,,,,,,,,,0.00513895,C
,,0.01019033,,,,,,,,,,,,,,,,,,,,0.01537243,C
,,0.00508149,,,,,,,,,,,,,,,,,,,,0.01027105,C
,,0.01027803,,,,,,,,,,,,,,,,,,,,0,C
,,0.01019111,,,,,,,,,,,,,,,,,,,,0.00528093,C
,,0.01538765,,,,,,,,,,,,,,,,,,,,0.00505807,C
,,0.01027803,,,,,,,,,,,,,,,,,,,,0.00505807,C
,,0.00508149,,,,,,,,,,,,,,,,,,,,0.00510226,C
,,0.01019033,,,,,,,,,,,,,,,,,,,,0.005031,C
,,0.01027803,,,,,,,,,,,,,,,,,,,,0.00510226,C
,,0.01027803,,,,,,,,,,,,,,,,,,,,0.00504686,C
,,0.01027803,,,,,,,,,,,,,,,,,,,,0.00549401,C
,,0.01035467,,,,,,,,,,,,,,,,,,,,0.00521888,C
,,0.01027803,,,,,,,,,,,,,,,,,,,,0.02597447,C
,,0.01019111,,,,,,,,,,,,,,,,,,,,0.01522928,C
,,0.01019111,,,,,,,,,,,,,,,,,,,,0,C
,,0.01546429,,,,,,,,,,,,,,,,,,,,0.01546902,C
,,0.01019111,,,,,,,,,,,,,,,,,,,,0.00521889,C
,,0.01035467,,,,,,,,,,,,,,,,,,,,0.01028565,C
,,0.01567464,,,,,,,,,,,,,,,,,,,,0.00526826,C
,,0.01546351,,,,,,,,,,,,,,,,,,,,0,C
,,0.01582586,,,,,,,,,,,,,,,,,,,,0.00565616,C
,,0.01027579,,,,,,,,,,,,,,,,,,,,0.005031,C
,,0.00510891,,,,,,,,,,,,,,,,,,,,0.005031,C
,,0.01022394,,,,,,,,,,,,,,,,,,,,0.005031,C
,,0.01553335,,,,,,,,,,,,,,,,,,,,0.005031,C
